kegg,level_1,level_2,brite_name,BRITE_id,brite_level_1,brite_level_2
K08174,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K02489,Environmental Information Processing,Signal transduction,,,,
K02488,Environmental Information Processing,Signal transduction,,,,
K08179,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08178,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K14428,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K14429,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K14138,Metabolism,Overview,,,,
K06071,Environmental Information Processing,Signal transduction,,,,
K14423,Metabolism,Lipid metabolism,,,,
K14424,Metabolism,Lipid metabolism,,,,
K06072,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09713,,,,unknown,,
K12862,Genetic Information Processing,Transcription,,,,
K12863,Genetic Information Processing,Transcription,,,,
K12860,Genetic Information Processing,Transcription,,,,
K12861,Genetic Information Processing,Transcription,,,,
K12866,Genetic Information Processing,Transcription,,,,
K12867,Genetic Information Processing,Transcription,,,,
K12864,Genetic Information Processing,Transcription,,,,
K12868,Genetic Information Processing,Transcription,,,,
K12869,Genetic Information Processing,Transcription,,,,
K03532,Environmental Information Processing,Signal transduction,,,,
K03533,Environmental Information Processing,Signal transduction,,,,
K03530,,,DNA replication proteins [BR:ko03032],ko03032,Genetic Information Processing,Replication and repair
K03531,Cellular Processes,Cell growth and death,,,,
K03536,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03537,Genetic Information Processing,Translation,,,,
K03534,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K03535,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03538,Genetic Information Processing,Translation,,,,
K03539,Genetic Information Processing,Translation,,,,
K14451,Metabolism,Overview,,,,
K14453,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K02225,Metabolism,Metabolism of cofactors and vitamins,,,,
K02224,Metabolism,Metabolism of cofactors and vitamins,,,,
K02227,Metabolism,Metabolism of cofactors and vitamins,,,,
K02226,Metabolism,Metabolism of cofactors and vitamins,,,,
K02221,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K02220,Environmental Information Processing,Signal transduction,,,,
K02223,Organismal Systems,Nervous system,,,,
K14107,,,,unknown,,
K02229,Metabolism,Metabolism of cofactors and vitamins,,,,
K14454,Metabolism,Overview,,,,
K14105,,,,unknown,,
K05480,Environmental Information Processing,Signaling molecules and interaction,,,,
K03288,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03289,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03284,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03285,,,,unknown,,
K03286,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03287,,,,unknown,,
K03280,Metabolism,Glycan biosynthesis and metabolism,,,,
K03281,,,,unknown,,
K03282,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K03283,Genetic Information Processing,Transcription,,,,
K07288,,,,unknown,,
K08568,Cellular Processes,Transport and catabolism,,,,
K12790,Human Diseases,Infectious diseases,,,,
K12688,Human Diseases,Infectious diseases,,,,
K12689,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K12686,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K12794,Organismal Systems,Immune system,,,,
K12684,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12685,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12682,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K12683,Human Diseases,Infectious diseases,,,,
K01892,Genetic Information Processing,Translation,,,,
K12681,Human Diseases,Infectious diseases,,,,
K12796,Organismal Systems,Immune system,,,,
K12797,Organismal Systems,Immune system,,,,
K08889,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07164,,,,unknown,,
K11885,,,Proteasome [BR:ko03051],ko03051,Genetic Information Processing,"Folding, sorting and degradation"
K11887,,,Proteasome [BR:ko03051],ko03051,Genetic Information Processing,"Folding, sorting and degradation"
K11886,,,Proteasome [BR:ko03051],ko03051,Genetic Information Processing,"Folding, sorting and degradation"
K08883,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11880,,,Proteasome [BR:ko03051],ko03051,Genetic Information Processing,"Folding, sorting and degradation"
K11883,Genetic Information Processing,Translation,,,,
K07258,Metabolism,Glycan biosynthesis and metabolism,,,,
K11085,Environmental Information Processing,Membrane transport,,,,
K11084,Environmental Information Processing,Membrane transport,,,,
K11087,Genetic Information Processing,Transcription,,,,
K11086,Genetic Information Processing,Transcription,,,,
K11081,Environmental Information Processing,Membrane transport,,,,
K11080,Environmental Information Processing,Membrane transport,,,,
K11083,Environmental Information Processing,Membrane transport,,,,
K11082,Environmental Information Processing,Membrane transport,,,,
K11089,Human Diseases,Immune diseases,,,,
K11088,Genetic Information Processing,Transcription,,,,
K08779,Organismal Systems,Digestive system,,,,
K08778,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08770,Organismal Systems,Endocrine system,,,,
K08773,Environmental Information Processing,Signal transduction,,,,
K08775,Genetic Information Processing,Replication and repair,,,,
K08777,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K08776,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06346,,,,unknown,,
K06347,Environmental Information Processing,Signal transduction,,,,
K09824,,,,unknown,,
K06345,,,,unknown,,
K06342,,,,unknown,,
K06343,,,,unknown,,
K09820,,,KEGG modules [BR:ko00002],ko00002,,
K10939,Human Diseases,Infectious diseases,,,,
K10424,Organismal Systems,Excretory system,,,,
K10937,Human Diseases,Infectious diseases,,,,
K08569,Cellular Processes,Transport and catabolism,,,,
K10427,Organismal Systems,Excretory system,,,,
K06838,Organismal Systems,Development,,,,
K10421,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K06348,,,,unknown,,
K06349,,,,unknown,,
K11339,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11338,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11337,Metabolism,Metabolism of cofactors and vitamins,,,,
K11335,Metabolism,Metabolism of cofactors and vitamins,,,,
K11333,Metabolism,Metabolism of cofactors and vitamins,,,,
K11332,Environmental Information Processing,Signal transduction,,,,
K11331,Environmental Information Processing,Signal transduction,,,,
K11330,Environmental Information Processing,Signal transduction,,,,
K00169,Metabolism,Overview,,,,
K00164,Metabolism,Overview,,,,
K00166,Metabolism,Carbohydrate metabolism,,,,
K00167,Metabolism,Carbohydrate metabolism,,,,
K00161,Metabolism,Overview,,,,
K00162,Metabolism,Overview,,,,
K00163,Metabolism,Overview,,,,
K10689,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10680,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K10681,Environmental Information Processing,Signal transduction,,,,
K10682,Environmental Information Processing,Signal transduction,,,,
K10683,,,Messenger RNA biogenesis [BR:ko03019],ko03019,Genetic Information Processing,Translation
K10684,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10685,Genetic Information Processing,"Folding, sorting and degradation",,,,
K10686,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14301,Genetic Information Processing,Translation,,,,
K14300,Genetic Information Processing,Translation,,,,
K14304,Genetic Information Processing,Translation,,,,
K14307,Genetic Information Processing,Translation,,,,
K14306,Genetic Information Processing,Translation,,,,
K14309,Genetic Information Processing,Translation,,,,
K14308,Genetic Information Processing,Translation,,,,
K04083,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K04082,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K04081,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K04080,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K04087,,,KEGG modules [BR:ko00002],ko00002,,
K04086,,,Chaperones and folding catalysts [BR:ko03110],ko03110,Genetic Information Processing,"Folding, sorting and degradation"
K04085,Genetic Information Processing,"Folding, sorting and degradation",,,,
K04084,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04088,,,KEGG modules [BR:ko00002],ko00002,,
K01569,Metabolism,Carbohydrate metabolism,,,,
K01568,Metabolism,Carbohydrate metabolism,,,,
K04267,Environmental Information Processing,Signal transduction,,,,
K04266,Environmental Information Processing,Signal transduction,,,,
K01561,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K01560,Metabolism,Xenobiotics biodegradation and metabolism,,,,
K01567,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K01565,Metabolism,Glycan biosynthesis and metabolism,,,,
K02038,Environmental Information Processing,Membrane transport,,,,
K02039,,,,unknown,,
K02030,,,KEGG modules [BR:ko00002],ko00002,,
K02031,,,KEGG modules [BR:ko00002],ko00002,,
K05020,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K02033,,,KEGG modules [BR:ko00002],ko00002,,
K05026,,,Ion channels [BR:ko04040],ko04040,Environmental Information Processing,Signaling molecules and interaction
K02035,,,KEGG modules [BR:ko00002],ko00002,,
K02036,Environmental Information Processing,Membrane transport,,,,
K02037,Environmental Information Processing,Membrane transport,,,,
K05556,Metabolism,Metabolism of terpenoids and polyketides,,,,
K13658,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05557,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13304,Environmental Information Processing,Signal transduction,,,,
K13657,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13654,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K13655,,,Transcription factors [BR:ko03000],ko03000,Genetic Information Processing,Transcription
K13300,,,,unknown,,
K13301,Genetic Information Processing,"Folding, sorting and degradation",,,,
K13650,,,Prokaryotic defense system [BR:ko02048],ko02048,Cellular Processes,Transport and catabolism
K13651,,,Prokaryotic defense system [BR:ko02048],ko02048,Cellular Processes,Transport and catabolism
K15430,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15431,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15433,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K15435,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15436,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K15437,,,Transfer RNA biogenesis [BR:ko03016],ko03016,Genetic Information Processing,Translation
K05552,Metabolism,Metabolism of terpenoids and polyketides,,,,
K05553,Metabolism,Metabolism of terpenoids and polyketides,,,,
K11492,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K05550,Metabolism,Overview,,,,
K05551,Metabolism,Metabolism of terpenoids and polyketides,,,,
K08626,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15710,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K12309,Metabolism,Carbohydrate metabolism,,,,
K12308,Metabolism,Carbohydrate metabolism,,,,
K12303,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K12302,Organismal Systems,Nervous system,,,,
K12301,Cellular Processes,Transport and catabolism,,,,
K12300,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K12307,Cellular Processes,Transport and catabolism,,,,
K12306,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K12305,Metabolism,Nucleotide metabolism,,,,
K03073,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03072,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03071,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03070,Genetic Information Processing,"Folding, sorting and degradation",,,,
K08968,Metabolism,Amino acid metabolism,,,,
K03076,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03075,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03074,Genetic Information Processing,"Folding, sorting and degradation",,,,
K11650,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K08965,Metabolism,Amino acid metabolism,,,,
K11652,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K03078,Metabolism,Carbohydrate metabolism,,,,
K11654,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11655,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K11657,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K13872,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13873,Metabolism,Carbohydrate metabolism,,,,
K13870,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K13871,,,Protein phosphatases and associated proteins [BR:ko01009],ko01009,Metabolism,Enzyme families
K13876,Metabolism,Carbohydrate metabolism,,,,
K13874,Metabolism,Carbohydrate metabolism,,,,
K13875,Metabolism,Carbohydrate metabolism,,,,
K06649,Environmental Information Processing,Signal transduction,,,,
K06648,Environmental Information Processing,Signal transduction,,,,
K06139,,,,unknown,,
K06138,,,,unknown,,
K09614,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06137,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06136,,,,unknown,,
K06647,Cellular Processes,Cell growth and death,,,,
K06130,Metabolism,Lipid metabolism,,,,
K06133,Metabolism,Metabolism of cofactors and vitamins,,,,
K06132,Metabolism,Lipid metabolism,,,,
K11495,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K06250,Environmental Information Processing,Signal transduction,,,,
K00786,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04860,Environmental Information Processing,Signal transduction,,,,
K02826,Metabolism,Energy metabolism,,,,
K06252,Environmental Information Processing,Signal transduction,,,,
K09973,,,,unknown,,
K01517,Metabolism,Lipid metabolism,,,,
K06254,Environmental Information Processing,Signaling molecules and interaction,,,,
K06255,Environmental Information Processing,Signaling molecules and interaction,,,,
K06257,Environmental Information Processing,Signaling molecules and interaction,,,,
K06258,Environmental Information Processing,Signaling molecules and interaction,,,,
K05696,Cellular Processes,Cellular commiunity,,,,
K11434,Environmental Information Processing,Signal transduction,,,,
K11435,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11436,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11437,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11431,Metabolism,Amino acid metabolism,,,,
K11432,,,Chromosome [BR:ko03036],ko03036,Genetic Information Processing,Replication and repair
K07511,Metabolism,Overview,,,,
K07512,Metabolism,Overview,,,,
K07513,Metabolism,Overview,,,,
K11438,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K07515,Metabolism,Overview,,,,
K07516,Metabolism,Overview,,,,
K10213,Metabolism,Nucleotide metabolism,,,,
K10212,Metabolism,Metabolism of terpenoids and polyketides,,,,
K10747,Genetic Information Processing,Replication and repair,,,,
K10210,Metabolism,Metabolism of terpenoids and polyketides,,,,
K10217,Metabolism,Overview,,,,
K10216,Metabolism,Overview,,,,
K10743,Genetic Information Processing,Replication and repair,,,,
K10742,Genetic Information Processing,Replication and repair,,,,
K10219,Metabolism,Overview,,,,
K10218,Metabolism,Carbohydrate metabolism,,,,
K10748,,,DNA replication proteins [BR:ko03032],ko03032,Genetic Information Processing,Replication and repair
K01912,Metabolism,Amino acid metabolism,,,,
K01910,Environmental Information Processing,Signal transduction,,,,
K01911,Metabolism,Metabolism of cofactors and vitamins,,,,
K01916,Metabolism,Metabolism of cofactors and vitamins,,,,
K01917,Metabolism,Metabolism of other amino acids,,,,
K01914,Metabolism,Overview,,,,
K01915,Metabolism,Overview,,,,
K01918,Metabolism,Metabolism of other amino acids,,,,
K01919,Metabolism,Amino acid metabolism,,,,
K07774,Environmental Information Processing,Signal transduction,,,,
K07775,Environmental Information Processing,Signal transduction,,,,
K07776,Environmental Information Processing,Signal transduction,,,,
K07777,Environmental Information Processing,Signal transduction,,,,
K07770,Environmental Information Processing,Signal transduction,,,,
K07771,Environmental Information Processing,Signal transduction,,,,
K07772,Environmental Information Processing,Signal transduction,,,,
K07773,Environmental Information Processing,Signal transduction,,,,
K07778,Environmental Information Processing,Signal transduction,,,,
K10317,,,Ubiquitin system [BR:ko04121],ko04121,Genetic Information Processing,"Folding, sorting and degradation"
K04345,Environmental Information Processing,Signal transduction,,,,
K13457,Organismal Systems,Environmental adaptation,,,,
K11594,Organismal Systems,Immune system,,,,
K13107,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K01195,Metabolism,Carbohydrate metabolism,,,,
K13103,,,Spliceosome [BR:ko03041],ko03041,Genetic Information Processing,Transcription
K12986,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02916,Genetic Information Processing,Translation,,,,
K04691,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02931,Genetic Information Processing,Translation,,,,
K02930,Genetic Information Processing,Translation,,,,
K05613,Organismal Systems,Nervous system,,,,
K05612,Organismal Systems,Digestive system,,,,
K05615,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K02934,Genetic Information Processing,Translation,,,,
K05617,Organismal Systems,Nervous system,,,,
K02936,Genetic Information Processing,Translation,,,,
K05619,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K05618,Organismal Systems,Nervous system,,,,
K00205,Metabolism,Overview,,,,
K00204,Metabolism,Overview,,,,
K00207,Metabolism,Nucleotide metabolism,,,,
K00201,Metabolism,Overview,,,,
K00200,Metabolism,Overview,,,,
K00203,Metabolism,Overview,,,,
K00202,Metabolism,Overview,,,,
K00208,Metabolism,Overview,,,,
K01000,Metabolism,Glycan biosynthesis and metabolism,,,,
K01001,Metabolism,Glycan biosynthesis and metabolism,,,,
K01002,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04523,Genetic Information Processing,"Folding, sorting and degradation",,,,
K01004,Metabolism,Lipid metabolism,,,,
K04525,,,,unknown,,
K01006,Metabolism,Overview,,,,
K04527,Environmental Information Processing,Signal transduction,,,,
K01008,Metabolism,Metabolism of other amino acids,,,,
K09584,Genetic Information Processing,"Folding, sorting and degradation",,,,
K09581,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09580,Genetic Information Processing,"Folding, sorting and degradation",,,,
K09583,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09582,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14442,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14115,,,,unknown,,
K14116,,,,unknown,,
K14117,,,,unknown,,
K14110,,,,unknown,,
K08198,Organismal Systems,Digestive system,,,,
K14112,,,,unknown,,
K14113,,,,unknown,,
K08195,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08194,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K14448,Metabolism,Overview,,,,
K14449,Metabolism,Overview,,,,
K08191,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K14119,,,,unknown,,
K08193,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K08192,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K09634,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09633,Human Diseases,Cancers,,,,
K15712,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10798,Genetic Information Processing,Replication and repair,,,,
K10799,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06110,Cellular Processes,Cellular commiunity,,,,
K12848,Genetic Information Processing,Transcription,,,,
K12849,Genetic Information Processing,Transcription,,,,
K12844,Genetic Information Processing,Transcription,,,,
K12845,Genetic Information Processing,Transcription,,,,
K12846,Genetic Information Processing,Transcription,,,,
K12847,Genetic Information Processing,Transcription,,,,
K12840,Genetic Information Processing,Transcription,,,,
K12841,Genetic Information Processing,Transcription,,,,
K12842,Genetic Information Processing,Transcription,,,,
K12843,Genetic Information Processing,Transcription,,,,
K03518,Metabolism,Overview,,,,
K03519,Metabolism,Overview,,,,
K03514,Genetic Information Processing,"Folding, sorting and degradation",,,,
K03515,Genetic Information Processing,Replication and repair,,,,
K03516,,,Bacterial motility proteins [BR:ko02035],ko02035,Cellular Processes,Cell motility
K03517,Metabolism,Metabolism of cofactors and vitamins,,,,
K03510,Genetic Information Processing,Replication and repair,,,,
K03511,Genetic Information Processing,Replication and repair,,,,
K03512,Genetic Information Processing,Replication and repair,,,,
K02209,Genetic Information Processing,Replication and repair,,,,
K02208,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K02207,Genetic Information Processing,"Folding, sorting and degradation",,,,
K02206,Environmental Information Processing,Signal transduction,,,,
K02205,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K02204,Metabolism,Overview,,,,
K02203,Metabolism,Overview,,,,
K02202,Genetic Information Processing,Transcription,,,,
K02201,Metabolism,Metabolism of cofactors and vitamins,,,,
K02200,,,,unknown,,
K13714,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13462,,,,unknown,,
K12518,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12519,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12517,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12514,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K04989,Organismal Systems,Sensory system,,,,
K12512,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12513,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12510,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K12511,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K07189,Organismal Systems,Endocrine system,,,,
K07188,Environmental Information Processing,Signal transduction,,,,
K07183,,,,unknown,,
K07182,,,,unknown,,
K07181,,,,unknown,,
K07180,,,,unknown,,
K07187,Environmental Information Processing,Signal transduction,,,,
K07186,,,,unknown,,
K07184,,,,unknown,,
K15163,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K06584,Environmental Information Processing,Signal transduction,,,,
K06585,Environmental Information Processing,Signal transduction,,,,
K06587,Environmental Information Processing,Signal transduction,,,,
K06580,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K06583,Environmental Information Processing,Signal transduction,,,,
K15166,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K06589,Environmental Information Processing,Signal transduction,,,,
K06990,,,Cytoskeleton proteins [BR:ko04812],ko04812,Cellular Processes,Cell motility
K08757,Organismal Systems,Endocrine system,,,,
K09800,,,Transporters [BR:ko02000],ko02000,Environmental Information Processing,Membrane transport
K09801,,,,unknown,,
K09802,,,,unknown,,
K09803,,,,unknown,,
K06364,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K06365,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K09806,,,,unknown,,
K09807,,,,unknown,,
K09808,Environmental Information Processing,Membrane transport,,,,
K09809,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K10912,Environmental Information Processing,Signal transduction,,,,
K10913,Environmental Information Processing,Signal transduction,,,,
K10914,Environmental Information Processing,Signal transduction,,,,
K10916,Environmental Information Processing,Signal transduction,,,,
K10917,Human Diseases,Infectious diseases,,,,
K11359,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K11358,Metabolism,Overview,,,,
K11354,Environmental Information Processing,Signal transduction,,,,
K11357,Environmental Information Processing,Signal transduction,,,,
K11356,Environmental Information Processing,Signal transduction,,,,
K14328,Genetic Information Processing,Translation,,,,
K14323,Genetic Information Processing,Translation,,,,
K14322,Genetic Information Processing,Translation,,,,
K14321,Genetic Information Processing,Translation,,,,
K14327,Genetic Information Processing,Translation,,,,
K14169,Genetic Information Processing,"Folding, sorting and degradation",,,,
K14325,Genetic Information Processing,Translation,,,,
K04069,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04068,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04065,,,,unknown,,
K04064,,,,unknown,,
K04067,Genetic Information Processing,Replication and repair,,,,
K04066,Genetic Information Processing,Replication and repair,,,,
K04061,,,Secretion system [BR:ko02044],ko02044,Environmental Information Processing,Membrane transport
K08296,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K04063,,,,unknown,,
K04062,,,,unknown,,
K10006,Environmental Information Processing,Membrane transport,,,,
K10007,Environmental Information Processing,Membrane transport,,,,
K10004,Environmental Information Processing,Membrane transport,,,,
K10005,Environmental Information Processing,Membrane transport,,,,
K10002,Environmental Information Processing,Membrane transport,,,,
K10003,Environmental Information Processing,Membrane transport,,,,
K10000,Environmental Information Processing,Membrane transport,,,,
K10001,Environmental Information Processing,Membrane transport,,,,
K09717,,,,unknown,,
K10008,Environmental Information Processing,Membrane transport,,,,
K10009,Environmental Information Processing,Membrane transport,,,,
K02490,Environmental Information Processing,Signal transduction,,,,
K01737,Metabolism,Metabolism of cofactors and vitamins,,,,
K15183,,,Protein phosphatases and associated proteins [BR:ko01009],ko01009,Metabolism,Enzyme families
K15185,,,Transcription machinery [BR:ko03021],ko03021,Genetic Information Processing,Transcription
K15187,Human Diseases,Cancers,,,,
K15188,Human Diseases,Cancers,,,,
K15637,Environmental Information Processing,Signal transduction,,,,
K15634,Metabolism,Overview,,,,
K15635,Metabolism,Overview,,,,
K15632,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K15633,Metabolism,Overview,,,,
K15631,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14859,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14858,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14589,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14588,,,,unknown,,
K14587,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14854,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14857,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K14856,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14851,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K14582,Metabolism,Overview,,,,
K14853,,,Ribosome biogenesis [BR:ko03009],ko03009,Genetic Information Processing,Translation
K00356,Metabolism,Energy metabolism,,,,
K13678,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13679,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K11985,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13670,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13671,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13672,,,Enzymes [BR:ko01000],ko01000,Metabolism,Enzyme families
K13676,Metabolism,Glycan biosynthesis and metabolism,,,,
K13677,Metabolism,Lipid metabolism,,,,
